Input	Input Type	MGI Gene/Marker ID	Ensembl ID
Fut11	current symbol	MGI:1920318	ENSMUSG00000039357
Fut8	current symbol	MGI:1858901	ENSMUSG00000021065
Fxn	current symbol	MGI:1096879	ENSMUSG00000059363
Fxr1	current symbol	MGI:104860	ENSMUSG00000027680
Fxyd2	current symbol	MGI:1195260	ENSMUSG00000059412
Fxyd5	current symbol	MGI:1201785	ENSMUSG00000009687
Fxyd6	current symbol	MGI:1890226	ENSMUSG00000066705
Fyco1	current symbol	MGI:107277	ENSMUSG00000025241
Fyttd1	current symbol	MGI:1917955	ENSMUSG00000022800
Fzd1	current symbol	MGI:1196625	ENSMUSG00000044674
Fzd2	current symbol	MGI:1888513	ENSMUSG00000050288
Fzd3	current symbol	MGI:108476	ENSMUSG00000007989
Fzd3	human synonym	MGI:1313278	ENSMUSG00000049551
Fzd5	current symbol	MGI:108571	ENSMUSG00000045005
Fzd6	current symbol	MGI:108474	ENSMUSG00000022297
Fzd9	current symbol	MGI:1313278	ENSMUSG00000049551
G2e3	current symbol	MGI:2444298	ENSMUSG00000035293
G3bp2	current symbol	MGI:2442040	ENSMUSG00000029405
Gab1	current symbol	MGI:108088	ENSMUSG00000031714
Gab1	human synonym	MGI:3039607	ENSMUSG00000038383
Gabarapl1	current symbol	MGI:1914980	ENSMUSG00000030161
Gabarapl2	current symbol	MGI:1890602	ENSMUSG00000031950
Gabpa	current symbol	MGI:95610	ENSMUSG00000008976
Gabpb1	current symbol	MGI:95611	ENSMUSG00000027361
Gabpb2	human synonym	MGI:95611	ENSMUSG00000027361
Gabpb2	current symbol	MGI:95612	ENSMUSG00000038766
Gad1	current symbol	MGI:95632	ENSMUSG00000070880
Gadd45a	current symbol	MGI:107799	ENSMUSG00000036390
Gadd45b	current symbol	MGI:107776	ENSMUSG00000015312
Gadd45g	current symbol	MGI:1346325	ENSMUSG00000021453
Gadd45gip1	current symbol	MGI:1914947	ENSMUSG00000033751
Gak	current symbol	MGI:2442153	ENSMUSG00000062234
Galk1	current symbol	MGI:95730	ENSMUSG00000020766
Galk2	current symbol	MGI:1917226	ENSMUSG00000027207
Galns	current symbol	MGI:1355303	ENSMUSG00000015027
Galnt2	current symbol	MGI:894694	ENSMUSG00000089704
Galnt6	current symbol	MGI:1891640	ENSMUSG00000037280
Ganab	current symbol	MGI:1097667	ENSMUSG00000071650
Gapvd1	current symbol	MGI:1913941	ENSMUSG00000026867
Gar1	human synonym	MGI:2664102	ENSMUSG00000031789
Gar1	current symbol	MGI:1930948	ENSMUSG00000028010
Garnl3	current symbol	MGI:2139309	ENSMUSG00000038860
Gars	old symbol	MGI:2449057	ENSMUSG00000029777
Gars	human synonym	MGI:95654	ENSMUSG00000022962
Gart	current symbol	MGI:95654	ENSMUSG00000022962
Gas1	current symbol	MGI:95655	ENSMUSG00000052957
Gas2l1	current symbol	MGI:1926176	ENSMUSG00000034201
Gas5	current symbol	MGI:95659	ENSMUSG00000053332
Gas6	current symbol	MGI:95660	ENSMUSG00000031451
Gas8	current symbol	MGI:1202386	ENSMUSG00000040220
Gata2	current symbol	MGI:95662	ENSMUSG00000015053
Gata3	current symbol	MGI:95663	ENSMUSG00000015619
Gatad2a	current symbol	MGI:2384585	ENSMUSG00000036180
Gatc	current symbol	MGI:1923776	ENSMUSG00000029536
Gbf1	current symbol	MGI:1861607	ENSMUSG00000025224
Gbf1	synonym	MGI:1917592	ENSMUSG00000026820
Gbx2	current symbol	MGI:95668	ENSMUSG00000034486
Gcat	current symbol	MGI:1349389	ENSMUSG00000006378
Gcat	current symbol	MGI:1349389	ENSMUSG00000116378
Gcc1	current symbol	MGI:1921625	ENSMUSG00000029708
Gcc2	current symbol	MGI:1917547	ENSMUSG00000038039
Gcdh	current symbol	MGI:104541	ENSMUSG00000003809
Gclc	current symbol	MGI:104990	ENSMUSG00000032350
Gclm	current symbol	MGI:104995	ENSMUSG00000028124
Gcnt2	current symbol	MGI:1100870	ENSMUSG00000021360
Gcsh	current symbol	MGI:1915383	ENSMUSG00000034424
Gde1	current symbol	MGI:1891827	ENSMUSG00000033917
Gdf3	zebrafish symbol	MGI:95683	ENSMUSG00000109523
Gdf3	current symbol	MGI:95686	ENSMUSG00000030117
Gdi2	current symbol	MGI:99845	ENSMUSG00000021218
Gdpd3	current symbol	MGI:1915866	ENSMUSG00000030703
Gemin4	current symbol	MGI:2449313	ENSMUSG00000049396
Gemin7	current symbol	MGI:1916981	ENSMUSG00000044709
Gen1	current symbol	MGI:2443149	ENSMUSG00000051235
Get4	current symbol	MGI:1914854	ENSMUSG00000025858
Gfer	current symbol	MGI:107757	ENSMUSG00000040888
Gfm1	current symbol	MGI:107339	ENSMUSG00000027774
Gfm2	current symbol	MGI:2444783	ENSMUSG00000021666
Gfod1	current symbol	MGI:2145304	ENSMUSG00000051335
Gfod2	current symbol	MGI:1917825	ENSMUSG00000013150
Gfpt1	current symbol	MGI:95698	ENSMUSG00000029992
Gfra2	current symbol	MGI:1195462	ENSMUSG00000022103
Gga2	current symbol	MGI:1921355	ENSMUSG00000030872
Ggnbp1	current symbol	MGI:3055306	ENSMUSG00000048731
Ggnbp2	current symbol	MGI:2387356	ENSMUSG00000020530
Ggps1	current symbol	MGI:1341724	ENSMUSG00000021302
Ghdc	current symbol	MGI:1931556	ENSMUSG00000017747
Ghitm	current symbol	MGI:1913342	ENSMUSG00000041028
Gigyf2	current symbol	MGI:2138584	ENSMUSG00000048000
Gimap9	current symbol	MGI:3511744	ENSMUSG00000051124
Gin1	current symbol	MGI:2182036	ENSMUSG00000026333
Gin1	old symbol	MGI:95711	
Gins1	current symbol	MGI:1916520	ENSMUSG00000027454
Gins2	current symbol	MGI:1921019	ENSMUSG00000031821
Gins4	current symbol	MGI:1923847	ENSMUSG00000031546
Gipc1	current symbol	MGI:1926252	ENSMUSG00000019433
Git1	current symbol	MGI:1927140	ENSMUSG00000011877
Gja4	current symbol	MGI:95715	ENSMUSG00000050234
Gjb2	current symbol	MGI:95720	ENSMUSG00000046352
Gjb3	current symbol	MGI:95721	ENSMUSG00000042367
Gjb4	current symbol	MGI:95722	ENSMUSG00000046623
Gjb5	current symbol	MGI:95723	ENSMUSG00000042357
Gjc1	current symbol	MGI:95718	ENSMUSG00000034520
Gjc1	old symbol	MGI:2384150	ENSMUSG00000047197
Gk5	current symbol	MGI:2443336	ENSMUSG00000041440
Gkap1	current symbol	MGI:1891694	ENSMUSG00000021552
Glb1	current symbol	MGI:88151	ENSMUSG00000045594
Gli2	current symbol	MGI:95728	ENSMUSG00000048402
Glipr2	current symbol	MGI:1917770	ENSMUSG00000028480
Glis2	current symbol	MGI:1932535	ENSMUSG00000014303
Glmn	current symbol	MGI:2141180	ENSMUSG00000029276
Glod4	current symbol	MGI:1914451	ENSMUSG00000017286
Glrx2	current symbol	MGI:1916617	ENSMUSG00000018196
Glrx3	current symbol	MGI:1353653	ENSMUSG00000031068
Gls	current symbol	MGI:95752	ENSMUSG00000026103
Gls	human synonym	MGI:2143539	ENSMUSG00000044005
Gls2	current symbol	MGI:2143539	ENSMUSG00000044005
Glt25d1	old symbol	MGI:1924348	ENSMUSG00000034807
Glt8d1	current symbol	MGI:1923735	ENSMUSG00000021916
Gltscr1	old symbol	MGI:2154263	ENSMUSG00000070808
Gltscr2	old symbol	MGI:2154441	ENSMUSG00000041560
Glud1	current symbol	MGI:95753	ENSMUSG00000021794
Glud1	human synonym	MGI:95812	ENSMUSG00000041078
Glyr1	current symbol	MGI:1921272	ENSMUSG00000022536
Gm10033	current symbol	MGI:3642803	ENSMUSG00000110444
Gm11696	current symbol	MGI:3701776	ENSMUSG00000056687
Gm13375	current symbol	MGI:3649913	ENSMUSG00000075514
Gm16039	old symbol	MGI:3840148	ENSMUSG00000089862
Gm4013	current symbol	MGI:3782187	ENSMUSG00000117662
Gm5113	current symbol	MGI:3644651	ENSMUSG00000066647
Gm5617	current symbol	MGI:3643566	ENSMUSG00000042293
Gm608	old symbol	MGI:2685454	ENSMUSG00000068284
Gm6654	current symbol	MGI:3648118	ENSMUSG00000084291
Gm9079	current symbol	MGI:3826365	
Gmcl1	current symbol	MGI:1345156	ENSMUSG00000001157
Gmeb2	current symbol	MGI:2652836	ENSMUSG00000038705
Gmfb	current symbol	MGI:1927133	ENSMUSG00000062014
Gmfg	current symbol	MGI:1927135	ENSMUSG00000060791
Gmfg	human symbol	MGI:3704264	ENSMUSG00000083041
Gmnn	current symbol	MGI:1927344	ENSMUSG00000006715
Gmppa	current symbol	MGI:1916330	ENSMUSG00000033021
Gmppb	current symbol	MGI:2660880	ENSMUSG00000070284
Gmpr	current symbol	MGI:1913605	ENSMUSG00000000253
Gmpr2	current symbol	MGI:1917903	ENSMUSG00000002326
Gmps	current symbol	MGI:2448526	ENSMUSG00000027823
Gna11	current symbol	MGI:95766	ENSMUSG00000034781
Gna13	current symbol	MGI:95768	ENSMUSG00000020611
Gnai2	current symbol	MGI:95772	ENSMUSG00000032562
Gnai3	current symbol	MGI:95773	ENSMUSG00000000001
Gnas	current symbol	MGI:95777	ENSMUSG00000027523
Gnb1l	current symbol	MGI:1338057	ENSMUSG00000000884
Gnb2l1	old symbol	MGI:101849	ENSMUSG00000020372
Gng10	current symbol	MGI:1336169	ENSMUSG00000038607
Gng12	current symbol	MGI:1336171	ENSMUSG00000036402
Gng3	current symbol	MGI:102704	ENSMUSG00000071658
Gng7	current symbol	MGI:95787	ENSMUSG00000048240
Gnl1	current symbol	MGI:95764	ENSMUSG00000024429
Gnl2	current symbol	MGI:2385207	ENSMUSG00000028869
Gnl3	current symbol	MGI:1353651	ENSMUSG00000042354
Gnmt	current symbol	MGI:1202304	ENSMUSG00000002769
Gnpat	current symbol	MGI:1343460	ENSMUSG00000031985
Gnpda1	current symbol	MGI:1347054	ENSMUSG00000052102
Gnpda2	current symbol	MGI:1915230	ENSMUSG00000029209
Gnpnat1	current symbol	MGI:1858963	ENSMUSG00000037722
Gnptab	current symbol	MGI:3643902	ENSMUSG00000035311
Gnptg	current symbol	MGI:2147006	ENSMUSG00000035521
Gns	current symbol	MGI:1922862	ENSMUSG00000034707
Golga1	current symbol	MGI:1924149	ENSMUSG00000026754
Golga2	current symbol	MGI:2139395	ENSMUSG00000002546
Golga4	current symbol	MGI:1859646	ENSMUSG00000038708
Golga5	current symbol	MGI:1351475	ENSMUSG00000021192
Golgb1	current symbol	MGI:1099447	ENSMUSG00000034243
Golim4	current symbol	MGI:1920374	ENSMUSG00000034109
Golm1	current symbol	MGI:1917329	ENSMUSG00000021556
Golph3	current symbol	MGI:1913879	ENSMUSG00000022200
Golph3l	current symbol	MGI:1917129	ENSMUSG00000046519
Gon4l	current symbol	MGI:1917579	ENSMUSG00000054199
Gopc	current symbol	MGI:2149946	ENSMUSG00000019861
Gorab	current symbol	MGI:2138271	ENSMUSG00000040124
Gorasp2	current symbol	MGI:2135962	ENSMUSG00000014959
Gosr1	current symbol	MGI:1858260	ENSMUSG00000010392
Gosr2	current symbol	MGI:1927204	ENSMUSG00000020946
Got1	human synonym	MGI:1915588	ENSMUSG00000103421
Got1	human synonym	MGI:1914214	ENSMUSG00000030245
Got1	current symbol	MGI:95791	ENSMUSG00000025190
Got2	current symbol	MGI:95792	ENSMUSG00000031672
Gpank1	current symbol	MGI:2148975	ENSMUSG00000092417
Gpatch1	current symbol	MGI:1914721	ENSMUSG00000063808
Gpatch2	current symbol	MGI:1915019	ENSMUSG00000039210
Gpatch3	current symbol	MGI:2442492	ENSMUSG00000028850
Gpatch4	current symbol	MGI:1913864	ENSMUSG00000028069
Gpatch8	current symbol	MGI:1918667	ENSMUSG00000034621
Gpbp1	current symbol	MGI:1920524	ENSMUSG00000032745
Gpc2	current symbol	MGI:1919201	ENSMUSG00000029510
Gpcpd1	current symbol	MGI:104898	ENSMUSG00000027346
Gpd2	old symbol	MGI:105977	ENSMUSG00000089992
Gpd2	current symbol	MGI:99778	ENSMUSG00000026827
Gpi1	current symbol	MGI:95797	ENSMUSG00000036427
Gpi1	synonym	MGI:1333114	ENSMUSG00000025728
Gpn1	current symbol	MGI:1921504	ENSMUSG00000064037
Gpn3	current symbol	MGI:1289326	ENSMUSG00000029464
Gpnmb	current symbol	MGI:1934765	ENSMUSG00000029816
Gpr125	old symbol	MGI:1917943	ENSMUSG00000029090
Gpr126	old symbol	MGI:1916151	ENSMUSG00000039116
Gpr137	current symbol	MGI:2147529	ENSMUSG00000024958
Gpr155	current symbol	MGI:1915776	ENSMUSG00000041762
Gpr180	current symbol	MGI:1930949	ENSMUSG00000022131
Gpr4	current symbol	MGI:2441992	ENSMUSG00000044317
Gpr75	current symbol	MGI:2441843	ENSMUSG00000043999
Gpr89	current symbol	MGI:1914799	ENSMUSG00000028096
Gpr98	old symbol	MGI:1274784	ENSMUSG00000069170
Gprc5a	current symbol	MGI:1891250	ENSMUSG00000046733
Gprc5b	current symbol	MGI:1927596	ENSMUSG00000008734
Gpt2	current symbol	MGI:1915391	ENSMUSG00000031700
Gpx3	current symbol	MGI:105102	ENSMUSG00000018339
Gpx3	zebrafish symbol	MGI:104886	ENSMUSG00000004344
Gpx3	zebrafish symbol	MGI:1922762	ENSMUSG00000004341
Gpx7	current symbol	MGI:1914555	ENSMUSG00000028597
Gpx8	current symbol	MGI:1916840	ENSMUSG00000021760
Gramd1a	current symbol	MGI:105490	ENSMUSG00000001248
Gramd2	old symbol	MGI:3528937	ENSMUSG00000074259
Gramd3	old symbol	MGI:1914815	ENSMUSG00000001700
Grb10	current symbol	MGI:103232	ENSMUSG00000020176
Grb2	current symbol	MGI:95805	ENSMUSG00000059923
Greb1	current symbol	MGI:2149712	ENSMUSG00000036523
Grhl1	current symbol	MGI:2182540	ENSMUSG00000020656
Grhl3	current symbol	MGI:2655333	ENSMUSG00000037188
Grhpr	current symbol	MGI:1923488	ENSMUSG00000035637
Grip1	current symbol	MGI:1921303	ENSMUSG00000034813
Grip1	synonym	MGI:1929094	ENSMUSG00000024972
Grip1	old symbol	MGI:1276533	ENSMUSG00000005886
Grk5	current symbol	MGI:109161	ENSMUSG00000003228
Grpel2	current symbol	MGI:1334416	ENSMUSG00000024580
Grsf1	current symbol	MGI:106479	ENSMUSG00000044221
Grtp1	current symbol	MGI:1914040	ENSMUSG00000038515
Grwd1	current symbol	MGI:2141989	ENSMUSG00000053801
Gsdmd	current symbol	MGI:1916396	ENSMUSG00000022575
Gse1	current symbol	MGI:1098275	ENSMUSG00000031822
Gsg2	old symbol	MGI:1194498	ENSMUSG00000050107
Gspt1	current symbol	MGI:1316728	ENSMUSG00000062203
Gsr	current symbol	MGI:95804	ENSMUSG00000031584
Gsr	synonym	MGI:1932465	
Gss	current symbol	MGI:95852	ENSMUSG00000027610
Gss	human synonym	MGI:97769	ENSMUSG00000079037
Gsta4	current symbol	MGI:1309515	ENSMUSG00000032348
Gsta4	rat synonym	MGI:95861	ENSMUSG00000040562
Gstk1	current symbol	MGI:1923513	ENSMUSG00000029864
Gstm1	current symbol	MGI:95860	ENSMUSG00000058135
Gstm1	human symbol	MGI:95861	ENSMUSG00000040562
Gstm1	human symbol	MGI:106026	ENSMUSG00000004038
Gstm1	human symbol	MGI:1309467	ENSMUSG00000068762
Gstm4	rat synonym	MGI:106026	ENSMUSG00000004038
Gstm4	current symbol	MGI:95862	ENSMUSG00000027890
Gstm7	current symbol	MGI:1915562	ENSMUSG00000004035
Gsto1	current symbol	MGI:1342273	ENSMUSG00000025068
Gstt2	current symbol	MGI:106188	ENSMUSG00000033318
Gstz1	current symbol	MGI:1341859	ENSMUSG00000021033
Gt(ROSA)26Sor	current symbol	MGI:104735	ENSMUSG00000086429
Gtf2e1	current symbol	MGI:1921447	ENSMUSG00000022828
Gtf2e2	current symbol	MGI:1915403	ENSMUSG00000031585
Gtf2f1	current symbol	MGI:1923848	ENSMUSG00000002658
Gtf2f2	current symbol	MGI:1915955	ENSMUSG00000067995
Gtf2h1	current symbol	MGI:1277216	ENSMUSG00000006599
Gtf2h2	current symbol	MGI:1345669	ENSMUSG00000021639
Gtf2h5	current symbol	MGI:107227	ENSMUSG00000034345
Gtf2i	current symbol	MGI:1202722	ENSMUSG00000060261
Gtf2ird1	rat synonym	MGI:1202722	ENSMUSG00000060261
Gtf2ird1	current symbol	MGI:1861942	ENSMUSG00000023079
Gtf2ird2	current symbol	MGI:2149780	ENSMUSG00000015942
Gtf3a	current symbol	MGI:1913846	ENSMUSG00000016503
Gtf3c1	current symbol	MGI:107887	ENSMUSG00000032777
Gtf3c2	current symbol	MGI:1919002	ENSMUSG00000106864
Gtf3c3	current symbol	MGI:2138383	ENSMUSG00000041303
Gtf3c4	current symbol	MGI:2138937	ENSMUSG00000035666
Gtf3c6	current symbol	MGI:1914621	ENSMUSG00000019837
Gtl3	old symbol	MGI:107428	ENSMUSG00000031796
Gtpbp2	current symbol	MGI:1860138	ENSMUSG00000023952
Gtpbp4	current symbol	MGI:1916487	ENSMUSG00000021149
Gtpbp8	current symbol	MGI:1913317	ENSMUSG00000022668
Gtse1	current symbol	MGI:1352755	ENSMUSG00000022385
Guca1b	current symbol	MGI:1194489	ENSMUSG00000023979
Guk1	current symbol	MGI:95871	ENSMUSG00000020444
Gulo	current symbol	MGI:1353434	ENSMUSG00000034450
Gxylt2	current symbol	MGI:2682940	ENSMUSG00000030074
Gyltl1b	old symbol	MGI:2443769	ENSMUSG00000040434
Gys1	current symbol	MGI:101805	ENSMUSG00000003865
Gzf1	current symbol	MGI:1921783	ENSMUSG00000027439
H13	synonym	MGI:93151	
H13	current symbol	MGI:95886	ENSMUSG00000019188
H13	synonym	MGI:6715922	
H1f0	current symbol	MGI:95893	ENSMUSG00000096210
H2-Ab1	current symbol	MGI:103070	ENSMUSG00000073421
H2-DMa	current symbol	MGI:95921	ENSMUSG00000037649
H2-Eb1	current symbol	MGI:95901	ENSMUSG00000060586
H2afv	old symbol	MGI:1924855	ENSMUSG00000041126
H2afy	old symbol	MGI:1349392	ENSMUSG00000015937
H3f3b	human synonym	MGI:1097686	ENSMUSG00000060743
H3f3b	current symbol	MGI:1101768	ENSMUSG00000016559
Hacl1	current symbol	MGI:1929657	ENSMUSG00000021884
Hacl1	old symbol	MGI:99447	ENSMUSG00000091212
Hadh	current symbol	MGI:96009	ENSMUSG00000027984
Hadh	human synonym	MGI:2135593	ENSMUSG00000025745
Hadha	current symbol	MGI:2135593	ENSMUSG00000025745
Hap1	synonym	MGI:88042	ENSMUSG00000035960
Hap1	current symbol	MGI:1261831	ENSMUSG00000006930
Hars	old symbol	MGI:108087	ENSMUSG00000001380
Hars	zebrafish symbol	MGI:1918041	ENSMUSG00000019143
Hars2	old symbol	MGI:1913294	ENSMUSG00000027430
Hars2	current symbol	MGI:1918041	ENSMUSG00000019143
Hat1	current symbol	MGI:96013	ENSMUSG00000027018
Haus1	current symbol	MGI:2385076	ENSMUSG00000041840
Haus2	current symbol	MGI:1913546	ENSMUSG00000027285
Haus3	current symbol	MGI:2387633	ENSMUSG00000079555
Haus4	current symbol	MGI:1261794	ENSMUSG00000022177
Haus8	current symbol	MGI:1923728	ENSMUSG00000035439
Hbegf	current symbol	MGI:96070	ENSMUSG00000024486
Hbp1	current symbol	MGI:894659	ENSMUSG00000002996
Hcfc1r1	current symbol	MGI:2663619	ENSMUSG00000023904
Hck	current symbol	MGI:96052	ENSMUSG00000003283
Hdac2	current symbol	MGI:1097691	ENSMUSG00000019777
Hdac5	current symbol	MGI:1333784	ENSMUSG00000008855
Hddc2	current symbol	MGI:1916942	ENSMUSG00000000295
Hddc3	current symbol	MGI:1915945	ENSMUSG00000030532
Hdgf	current symbol	MGI:1194494	ENSMUSG00000004897
Hdgfrp2	old symbol	MGI:1194492	ENSMUSG00000002833
Hdgfrp3	old symbol	MGI:1352760	ENSMUSG00000025104
Hdhd2	current symbol	MGI:1924237	ENSMUSG00000025421
Hdhd2	rat symbol	MGI:1913441	ENSMUSG00000090000
Hdlbp	current symbol	MGI:99256	ENSMUSG00000034088
Heatr1	current symbol	MGI:2442524	ENSMUSG00000050244
Heatr6	current symbol	MGI:1919790	ENSMUSG00000000976
Hebp1	current symbol	MGI:1333880	ENSMUSG00000042770
Hebp1	human synonym	MGI:108420	ENSMUSG00000015839
Hectd1	current symbol	MGI:2384768	ENSMUSG00000035247
Hecw2	current symbol	MGI:2685817	ENSMUSG00000042807
Heg1	current symbol	MGI:1924696	ENSMUSG00000075254
Hells	current symbol	MGI:106209	ENSMUSG00000025001
Helz	current symbol	MGI:1925705	ENSMUSG00000020721
Herc1	current symbol	MGI:2384589	ENSMUSG00000038664
Herc2	current symbol	MGI:103234	ENSMUSG00000030451
Herc4	current symbol	MGI:1914595	ENSMUSG00000020064
Hesx1	zebrafish symbol	MGI:1920243	ENSMUSG00000040760
Hesx1	current symbol	MGI:96071	ENSMUSG00000040726
Hexa	current symbol	MGI:96073	ENSMUSG00000025232
Hexb	current symbol	MGI:96074	ENSMUSG00000021665
Hiat1	old symbol	MGI:1201609	ENSMUSG00000089911
Hibch	current symbol	MGI:1923792	ENSMUSG00000041426
Hic2	current symbol	MGI:1929869	ENSMUSG00000050240
Hif1an	current symbol	MGI:2442345	ENSMUSG00000036450
Higd1a	current symbol	MGI:1930666	ENSMUSG00000038412
Hinfp	current symbol	MGI:2429620	ENSMUSG00000032119
Hint1	current symbol	MGI:1321133	ENSMUSG00000020267
Hip1	synonym	MGI:1341847	ENSMUSG00000064325
Hip1	current symbol	MGI:1099804	ENSMUSG00000039959
Hip1	synonym	MGI:3770304	
Hip1	synonym	MGI:7256552	
Hipk1	current symbol	MGI:1314873	ENSMUSG00000008730
Hipk2	current symbol	MGI:1314872	ENSMUSG00000061436
Hira	current symbol	MGI:99430	ENSMUSG00000022702
Hirip3	current symbol	MGI:2142364	ENSMUSG00000042606
Hist1h1b	old symbol	MGI:1861461	ENSMUSG00000058773
Hist1h1e	old symbol	MGI:1931527	ENSMUSG00000051627
Hivep2	current symbol	MGI:1338076	ENSMUSG00000015501
Hk1	human synonym	MGI:95292	
Hk1	current symbol	MGI:96103	ENSMUSG00000037012
Hk1	human synonym	MGI:1925213	ENSMUSG00000028572
Hk1	human synonym	MGI:96661	ENSMUSG00000042604
Hk1	human synonym	MGI:102850	ENSMUSG00000063903
Hk1	human synonym	MGI:892019	ENSMUSG00000063133
Hk1	human synonym	MGI:97322	ENSMUSG00000066515
Hk1	human synonym	MGI:97320	ENSMUSG00000066513
Hk1	human synonym	MGI:892020	ENSMUSG00000066512
Hk1	human synonym	MGI:892018	ENSMUSG00000063089
Hk1	human synonym	MGI:95293	ENSMUSG00000059042
Hk1	human synonym	MGI:892023	ENSMUSG00000044485
Hk1	human synonym	MGI:891982	ENSMUSG00000038968
Hk1	human synonym	MGI:892022	ENSMUSG00000066516
Hk1	human synonym	MGI:95291	ENSMUSG00000060177
Hk1	human synonym	MGI:892021	ENSMUSG00000063713
Hk1	human synonym	MGI:891981	ENSMUSG00000053719
Hk1	human synonym	MGI:891980	ENSMUSG00000063177
Hk1	human synonym	MGI:1931130	ENSMUSG00000020872
Hk2	human synonym	MGI:95292	
Hk2	current symbol	MGI:1315197	ENSMUSG00000000628
Hk2	human synonym	MGI:2181664	ENSMUSG00000052566
Hk2	human synonym	MGI:96662	ENSMUSG00000045534
Hk2	human synonym	MGI:108390	ENSMUSG00000021693
Hk2	human synonym	MGI:102850	ENSMUSG00000063903
Hk2	human synonym	MGI:892019	ENSMUSG00000063133
Hk2	human synonym	MGI:97322	ENSMUSG00000066515
Hk2	human synonym	MGI:97320	ENSMUSG00000066513
Hk2	human synonym	MGI:892020	ENSMUSG00000066512
Hk2	human synonym	MGI:892018	ENSMUSG00000063089
Hk2	human synonym	MGI:95293	ENSMUSG00000059042
Hk2	human synonym	MGI:892023	ENSMUSG00000044485
Hk2	human synonym	MGI:891982	ENSMUSG00000038968
Hk2	human synonym	MGI:892022	ENSMUSG00000066516
Hk2	human synonym	MGI:95291	ENSMUSG00000060177
Hk2	human synonym	MGI:892021	ENSMUSG00000063713
Hk2	human synonym	MGI:891981	ENSMUSG00000053719
Hk2	human synonym	MGI:891980	ENSMUSG00000063177
Hmga1	current symbol	MGI:96160	ENSMUSG00000046711
Hmga1	human symbol	MGI:96161	ENSMUSG00000078249
Hmgb2	current symbol	MGI:96157	ENSMUSG00000054717
Hmgcl	current symbol	MGI:96158	ENSMUSG00000028672
Hmgcr	current symbol	MGI:96159	ENSMUSG00000021670
Hmgn1	current symbol	MGI:96120	ENSMUSG00000040681
Hmgxb3	current symbol	MGI:2441817	ENSMUSG00000024622
Hmgxb4	current symbol	MGI:1918073	ENSMUSG00000034518
Hmha1	old symbol	MGI:1917969	ENSMUSG00000035697
Hmmr	current symbol	MGI:104667	ENSMUSG00000020330
Hmox1	current symbol	MGI:96163	ENSMUSG00000005413
Hn1l	human synonym	MGI:1930190	ENSMUSG00000038002
Hn1l	old symbol	MGI:1196260	ENSMUSG00000024165
