ATAC summit (left anchor),ATAC summit (right anchor)
chr13:104542220-104542221,chr13:104520390-104520391
chr13:104693313-104693314,chr13:104520390-104520391
chr13:104513993-104513994,chr13:104520390-104520391
chr13:104520390-104520391,chr13:104109647-104109648
chr13:104542220-104542221,chr13:104178992-104178993
chr13:104693313-104693314,chr13:104228905-104228906
chr13:104520390-104520391,chr13:104287615-104287616
chr13:104693313-104693314,chr13:104448527-104448528
chr13:104542220-104542221,chr13:104460770-104460771
chr13:104588516-104588517,chr13:104468096-104468097
chr13:104602944-104602945,chr13:104513993-104513994
chr13:104607714-104607715,chr13:104520390-104520391
chr13:104693313-104693314,chr13:104542220-104542221
chr13:104693313-104693314,chr13:104287615-104287616
chr13:104822857-104822858,chr13:104817132-104817133
chr13:106961904-106961905,chr13:106946606-106946607
chr13:107022343-107022344,chr13:106946606-106946607
chr13:107022343-107022344,chr13:106961904-106961905
chr13:108693593-108693594,chr13:108603870-108603871
chr13:108714504-108714505,chr13:108603870-108603871
chr13:108818839-108818840,chr13:108693593-108693594
chr13:108714504-108714505,chr13:108603870-108603871
chr13:108818839-108818840,chr13:108693593-108693594
chr13:108818839-108818840,chr13:108714504-108714505
chr13:109175456-109175457,chr13:108714504-108714505
chr13:109260379-109260380,chr13:109242104-109242105
chr13:110852981-110852982,chr13:110394297-110394298
chr13:110907868-110907869,chr13:110394297-110394298
chr13:110914270-110914271,chr13:110394297-110394298
chr13:110925165-110925166,chr13:110394297-110394298
chr13:110929781-110929782,chr13:110914270-110914271
chr13:110942612-110942613,chr13:110394297-110394298
chr13:110960377-110960378,chr13:110394297-110394298
chr13:110968312-110968313,chr13:110914270-110914271
chr13:110972828-110972829,chr13:110925165-110925166
chr13:110925165-110925166,chr13:110929781-110929782
chr13:110942612-110942613,chr13:110394297-110394298
chr13:110942612-110942613,chr13:110942612-110942613
chr13:110968312-110968313,chr13:110394297-110394298
chr13:110942612-110942613,chr13:110925165-110925166
chr13:110960377-110960378,chr13:110942612-110942613
chr13:110968312-110968313,chr13:110394297-110394298
chr13:111686637-111686638,chr13:111489777-111489778
chr13:112345318-112345319,chr13:112340200-112340201
chr13:112464030-112464031,chr13:112345318-112345319
chr13:112416963-112416964,chr13:112340200-112340201
chr13:112464030-112464031,chr13:112345318-112345319
chr13:112464030-112464031,chr13:112416963-112416964
chr13:112464030-112464031,chr13:112421067-112421068
chr13:112464030-112464031,chr13:112447268-112447269
chr13:113202455-113202456,chr13:113046676-113046677
chr13:113257950-113257951,chr13:113046676-113046677
chr13:113262946-113262947,chr13:113202455-113202456
chr13:113618488-113618489,chr13:113046676-113046677
chr13:113794520-113794521,chr13:113046676-113046677
chr13:113867438-113867439,chr13:113257950-113257951
chr13:113257950-113257951,chr13:113262946-113262947
chr13:113618488-113618489,chr13:113046676-113046677
chr13:113618488-113618489,chr13:113046676-113046677
chr13:115102272-115102273,chr13:115090727-115090728
chr13:117026001-117026002,chr13:117019982-117019983
chr13:119790156-119790157,chr13:119690605-119690606
chr14:7818633-7818634,chr14:7809769-7809770
chr14:7822632-7822633,chr14:7809769-7809770
chr14:7848892-7848893,chr14:7818633-7818634
chr14:7865904-7865905,chr14:7822632-7822633
chr14:7848892-7848893,chr14:7818633-7818634
chr14:7865904-7865905,chr14:7822632-7822633
chr14:7865904-7865905,chr14:7848892-7848893
chr14:7900844-7900845,chr14:7865904-7865905
chr14:11682721-11682722,chr14:11553382-11553383
chr14:11811252-11811253,chr14:11553382-11553383
chr14:12071711-12071712,chr14:11553382-11553383
chr14:16249037-16249038,chr14:16243372-16243373
chr14:16365107-16365108,chr14:16243372-16243373
chr14:16365107-16365108,chr14:16249037-16249038
chr14:20393894-20393895,chr14:20348205-20348206
chr14:20702076-20702077,chr14:20674486-20674487
chr14:20707082-20707083,chr14:20674486-20674487
chr14:20707082-20707083,chr14:20702076-20702077
chr14:20734141-20734142,chr14:20707082-20707083
chr14:20767305-20767306,chr14:20707082-20707083
chr14:20767305-20767306,chr14:20734141-20734142
chr14:20780351-20780352,chr14:20767305-20767306
chr14:20794087-20794088,chr14:20767305-20767306
chr14:20892508-20892509,chr14:20767305-20767306
chr14:20929184-20929185,chr14:20892508-20892509
chr14:20929184-20929185,chr14:20767305-20767306
chr14:20902945-20902946,chr14:20885480-20885481
chr14:20929184-20929185,chr14:20892508-20892509
chr14:20929184-20929185,chr14:20902945-20902946
chr14:20938698-20938699,chr14:20929184-20929185
chr14:21088150-21088151,chr14:21076181-21076182
chr14:21099419-21099420,chr14:21088150-21088151
chr14:21831542-21831543,chr14:21822512-21822513
chr14:22609649-22609650,chr14:21988220-21988221
chr14:22813428-22813429,chr14:21988220-21988221
chr14:22930007-22930008,chr14:21988220-21988221
chr14:25458625-25458626,chr14:24490654-24490655
chr14:25475528-25475529,chr14:24779266-24779267
chr14:25458625-25458626,chr14:24794039-24794040
chr14:25458625-25458626,chr14:24900156-24900157
chr14:25475528-25475529,chr14:24961921-24961922
chr14:25458625-25458626,chr14:25043714-25043715
chr14:25458625-25458626,chr14:25141753-25141754
chr14:25458625-25458626,chr14:25226716-25226717
chr14:25475528-25475529,chr14:25229872-25229873
chr14:25458625-25458626,chr14:25304579-25304580
chr14:25458625-25458626,chr14:25378169-25378170
chr14:25458625-25458626,chr14:25458625-25458626
chr14:25458625-25458626,chr14:24490654-24490655
chr14:25458625-25458626,chr14:24794039-24794040
chr14:25464711-25464712,chr14:25043714-25043715
chr14:25475528-25475529,chr14:25458625-25458626
chr14:25484029-25484030,chr14:25464711-25464712
chr14:25487615-25487616,chr14:25458625-25458626
chr14:25505240-25505241,chr14:25475528-25475529
chr14:25527489-25527490,chr14:25458625-25458626
chr14:25532765-25532766,chr14:25475528-25475529
chr14:25475528-25475529,chr14:25458625-25458626
chr14:25484029-25484030,chr14:25475528-25475529
chr14:25487615-25487616,chr14:25458625-25458626
chr14:25505240-25505241,chr14:25475528-25475529
chr14:25527489-25527490,chr14:25458625-25458626
chr14:25532765-25532766,chr14:25475528-25475529
chr14:25532765-25532766,chr14:25484029-25484030
chr14:25532765-25532766,chr14:25527489-25527490
chr14:25776542-25776543,chr14:25769282-25769283
chr14:25787120-25787121,chr14:25769282-25769283
chr14:25787120-25787121,chr14:25776542-25776543
chr14:27039021-27039022,chr14:26670127-26670128
chr14:28507809-28507810,chr14:27822770-27822771
chr14:28507809-28507810,chr14:28035008-28035009
chr14:28507809-28507810,chr14:28057990-28057991
chr14:28507809-28507810,chr14:28113231-28113232
chr14:28808079-28808080,chr14:28507809-28507810
chr14:28827412-28827413,chr14:28507809-28507810
chr14:28979335-28979336,chr14:28507809-28507810
chr14:29028942-29028943,chr14:28507809-28507810
chr14:29978970-29978971,chr14:29968289-29968290
chr14:30479733-30479734,chr14:29968289-29968290
chr14:30654385-30654386,chr14:30626137-30626138
chr14:30671207-30671208,chr14:30626137-30626138
chr14:31018647-31018648,chr14:31001397-31001398
chr14:31336500-31336501,chr14:31323727-31323728
chr14:31495715-31495716,chr14:31336500-31336501
chr14:31495715-31495716,chr14:31385704-31385705
chr14:31661546-31661547,chr14:31495715-31495716
chr14:31780926-31780927,chr14:31640772-31640773
chr14:32085495-32085496,chr14:31661546-31661547
chr14:31661546-31661547,chr14:31661546-31661547
chr14:31780926-31780927,chr14:31495715-31495716
chr14:32085495-32085496,chr14:31640772-31640773
chr14:31669714-31669715,chr14:31661546-31661547
chr14:31769086-31769087,chr14:31669714-31669715
chr14:31780926-31780927,chr14:31769086-31769087
chr14:32085495-32085496,chr14:31495715-31495716
chr14:31780926-31780927,chr14:31640772-31640773
chr14:31780926-31780927,chr14:31661546-31661547
chr14:32085495-32085496,chr14:31780926-31780927
chr14:32201732-32201733,chr14:32085495-32085496
chr14:32159638-32159639,chr14:32159638-32159639
chr14:32165960-32165961,chr14:31780926-31780927
chr14:34318170-34318171,chr14:34310260-34310261
chr14:34502761-34502762,chr14:34446341-34446342
chr14:34549394-34549395,chr14:34446341-34446342
chr14:34549394-34549395,chr14:34502761-34502762
chr14:45329779-45329780,chr14:45319951-45319952
chr14:46831851-46831852,chr14:46822226-46822227
chr14:47276776-47276777,chr14:46886289-46886290
chr14:47374273-47374274,chr14:46881929-46881930
chr14:47086575-47086576,chr14:46822226-46822227
chr14:47276776-47276777,chr14:46881929-46881930
chr14:46898446-46898447,chr14:46886289-46886290
chr14:47276776-47276777,chr14:46822226-46822227
chr14:49073941-49073942,chr14:49066656-49066657
chr14:51089777-51089778,chr14:50924805-50924806
chr14:50931020-50931021,chr14:50931020-50931021
chr14:50944513-50944514,chr14:50808028-50808029
chr14:51089777-51089778,chr14:50931020-50931021
chr14:51089777-51089778,chr14:51063596-51063597
chr14:51986543-51986544,chr14:51960451-51960452
chr14:52022154-52022155,chr14:51986543-51986544
chr14:52106056-52106057,chr14:52022154-52022155
chr14:54427012-54427013,chr14:54253812-54253813
chr14:54431558-54431559,chr14:54185688-54185689
chr14:54577323-54577324,chr14:54253812-54253813
chr14:54577323-54577324,chr14:54185688-54185689
chr14:54431558-54431559,chr14:54223698-54223699
chr14:54577323-54577324,chr14:54253812-54253813
chr14:54259353-54259354,chr14:54259353-54259354
chr14:54427012-54427013,chr14:54427012-54427013
chr14:54431558-54431559,chr14:54427012-54427013
chr14:54577323-54577324,chr14:54431558-54431559
chr14:54431558-54431559,chr14:54435326-54435327
chr14:54577323-54577324,chr14:54427012-54427013
chr14:54435326-54435327,chr14:54431558-54431559
chr14:54444335-54444336,chr14:54444335-54444336
chr14:54464210-54464211,chr14:54464210-54464211
chr14:54577323-54577324,chr14:54185688-54185689
chr14:54444335-54444336,chr14:54195948-54195949
chr14:54464210-54464211,chr14:54223698-54223699
chr14:54577323-54577324,chr14:54253812-54253813
chr14:54444335-54444336,chr14:54259353-54259354
chr14:54464210-54464211,chr14:54427012-54427013
chr14:54577323-54577324,chr14:54431558-54431559
chr14:54517577-54517578,chr14:54444335-54444336
chr14:54577323-54577324,chr14:54464210-54464211
chr14:54577323-54577324,chr14:54517577-54517578
chr14:54577323-54577324,chr14:54554155-54554156
chr14:54603782-54603783,chr14:54577323-54577324
chr14:54653895-54653896,chr14:54577323-54577324
chr14:55603789-55603790,chr14:55591204-55591205
chr14:55635684-55635685,chr14:55591204-55591205
chr14:55635684-55635685,chr14:55603789-55603790
chr14:55643513-55643514,chr14:55635684-55635685
chr14:55660212-55660213,chr14:55635684-55635685
chr14:55671945-55671946,chr14:55635684-55635685
chr14:55671945-55671946,chr14:55660212-55660213
chr14:55682311-55682312,chr14:55671945-55671946
chr14:55823755-55823756,chr14:55815575-55815576
chr14:55855066-55855067,chr14:55823755-55823756
chr14:57317144-57317145,chr14:57301007-57301008
chr14:57745337-57745338,chr14:57708083-57708084
chr14:57753840-57753841,chr14:57708083-57708084
chr14:57753840-57753841,chr14:57745337-57745338
chr14:57760661-57760662,chr14:57745337-57745338
chr14:57760661-57760662,chr14:57753840-57753841
chr14:60251934-60251935,chr14:59596841-59596842
chr14:60265373-60265374,chr14:60251934-60251935
chr14:60428169-60428170,chr14:60251934-60251935
chr14:61681404-61681405,chr14:61649045-61649046
chr14:61738508-61738509,chr14:61649045-61649046
chr14:62761422-62761423,chr14:61681404-61681405
chr14:61738508-61738509,chr14:61649045-61649046
chr14:63132135-63132136,chr14:63122793-63122794
chr14:63177833-63177834,chr14:63122793-63122794
chr14:63177833-63177834,chr14:63132135-63132136
chr14:65112847-65112848,chr14:65098319-65098320
chr14:65118472-65118473,chr14:65098319-65098320
chr14:65375068-65375069,chr14:65344702-65344703
chr14:66296905-66296906,chr14:66257658-66257659
chr14:66296905-66296906,chr14:66280025-66280026
chr14:66868854-66868855,chr14:66296905-66296906
chr14:67715523-67715524,chr14:67188603-67188604
chr14:67933874-67933875,chr14:67715523-67715524
chr14:67933874-67933875,chr14:67924223-67924224
chr14:70099904-70099905,chr14:70075831-70075832
chr14:70106486-70106487,chr14:70075831-70075832
chr14:70518668-70518669,chr14:70099904-70099905
chr14:70106486-70106487,chr14:70153854-70153855
chr14:70160460-70160461,chr14:70160460-70160461
chr14:70170677-70170678,chr14:70075831-70075832
chr14:70518668-70518669,chr14:70160460-70160461
chr14:70518668-70518669,chr14:70470376-70470377
chr14:70518668-70518669,chr14:70513442-70513443
chr14:70545246-70545247,chr14:70518668-70518669
chr14:70576219-70576220,chr14:70518668-70518669
chr14:70576219-70576220,chr14:70545246-70545247
chr14:73236332-73236333,chr14:72603286-72603287
chr14:73236332-73236333,chr14:73143759-73143760
chr14:73394658-73394659,chr14:73387232-73387233
chr14:74327592-74327593,chr14:74049073-74049074
chr14:74327592-74327593,chr14:74070898-74070899
chr14:74643481-74643482,chr14:74309591-74309592
chr14:74643481-74643482,chr14:74070898-74070899
chr14:74643481-74643482,chr14:74100842-74100843
chr14:74327592-74327593,chr14:74169552-74169553
chr14:74643481-74643482,chr14:74327592-74327593
chr14:75756093-75756094,chr14:75731544-75731545
chr14:75834116-75834117,chr14:75756093-75756094
chr14:75845463-75845464,chr14:75829274-75829275
chr14:75845463-75845464,chr14:75834116-75834117
chr14:76414736-76414737,chr14:76153148-76153149
chr14:76479359-76479360,chr14:76153148-76153149
chr14:76504400-76504401,chr14:76153148-76153149
chr14:76555174-76555175,chr14:76504400-76504401
chr14:76561022-76561023,chr14:76504400-76504401
chr14:76702842-76702843,chr14:76555174-76555175
chr14:76742411-76742412,chr14:76504400-76504401
chr14:76775743-76775744,chr14:76504400-76504401
chr14:76786385-76786386,chr14:76504400-76504401
chr14:76789808-76789809,chr14:76504400-76504401
chr14:76561022-76561023,chr14:76504400-76504401
chr14:99541878-99541879,chr14:99299363-99299364
chr14:99632736-99632737,chr14:99299363-99299364
chr14:103099381-103099382,chr14:103070105-103070106
chr14:105259184-105259185,chr14:105177398-105177399
chr14:105664058-105664059,chr14:105589173-105589174
chr14:105896277-105896278,chr14:105177398-105177399
chr14:105896277-105896278,chr14:105589173-105589174
chr14:105896277-105896278,chr14:105615971-105615972
chr14:105615971-105615972,chr14:105664058-105664059
chr14:105664058-105664059,chr14:105177398-105177399
chr14:105896277-105896278,chr14:105259184-105259185
chr14:105923102-105923103,chr14:105328535-105328536
chr14:105999888-105999889,chr14:105589173-105589174
chr14:105896277-105896278,chr14:105594056-105594057
chr14:105896277-105896278,chr14:105607120-105607121
chr14:105664058-105664059,chr14:105615971-105615972
chr14:105896277-105896278,chr14:105664058-105664059
chr14:105669343-105669344,chr14:105669343-105669344
chr14:105896277-105896278,chr14:105679139-105679140
chr14:105923102-105923103,chr14:105684098-105684099
chr14:106012332-106012333,chr14:105732436-105732437
chr14:105896277-105896278,chr14:105744765-105744766
chr14:105896277-105896278,chr14:105752781-105752782
chr14:105896277-105896278,chr14:105805376-105805377
chr14:105896277-105896278,chr14:105589173-105589174
chr14:105896277-105896278,chr14:105664058-105664059
chr14:105896277-105896278,chr14:105896277-105896278
chr14:105896277-105896278,chr14:105589173-105589174
chr14:105923102-105923103,chr14:105896277-105896278
chr14:105999888-105999889,chr14:105923102-105923103
chr14:106012332-106012333,chr14:105664058-105664059
chr14:106053267-106053268,chr14:105896277-105896278
chr14:106162940-106162941,chr14:105999888-105999889
chr14:106235956-106235957,chr14:105896277-105896278
chr14:106365033-106365034,chr14:105896277-105896278
chr14:106394007-106394008,chr14:105896277-105896278
chr14:105999888-105999889,chr14:105896277-105896278
chr14:106012332-106012333,chr14:105896277-105896278
chr14:106394007-106394008,chr14:105999888-105999889
chr14:117268386-117268387,chr14:116925303-116925304
chr14:117409366-117409367,chr14:116925303-116925304
chr14:117426954-117426955,chr14:116925303-116925304
chr14:117930699-117930700,chr14:116925303-116925304
chr14:117930699-117930700,chr14:116928770-116928771
chr14:118937267-118937268,chr14:118925585-118925586
